journalId,name,ISSN,url
e81d1e0a-38f9-4519-8a43-f5eb2a934efc,BMC Medical Genomics,1755-8794,http://www.biomedcentral.com/bmcmedgenomics
9e8ba149-ce61-43d3-b74b-98305e2c4b73,Journal of Biomolecular Techniques,1524-0215,http://jbt.abrf.org/
f44bdcd7-21f6-4f93-a415-d7b557d89479,Human Molecular Genetics,0964-6906,http://hmg.oxfordjournals.org/
26ed29a9-64ce-4d6c-9024-8b022fd2fe22,Journal of Supercomputing,0920-8542,http://www.springer.com/computer/programming/journal/11227
84407eba-2491-4d53-9172-b72cae91c0e3,Leukemia,0887-6924,http://www.nature.com/leu/index.html
c1f46719-4051-47ee-9b7b-443075d4de2d,Expert Review of Neurotherapeutics,1473-7175,http://www.tandfonline.com/loi/iern20#.vhlhlivaksw
3e3fb1ae-7d3b-430c-9f51-5d7b4f6906e0,European Heart Journal,0195-668X,http://www.arsxxi.com/
36e23d82-77c9-4076-9c69-a80c3aa35969,Clinical and Translational Medicine,2001-1326,http://www.clintransmed.com/
cb9a2a19-5c3a-4883-b7f1-57b7a9e9d3a9,Virologica Sinica,1995-820X,http://www.springer.com/biomed/virology/journal/12250
03dd9729-fc0a-4272-85b9-84b4adde3f52,Clinical and Experimental Ophthalmology,1442-6404,https://onlinelibrary.wiley.com/journal/14429071
a0ce3a50-4870-47f5-b0e1-52b73e07f50f,Environmental Microbiology,1462-2912,http://www.blackwell-synergy.com/member/institutions/issuelist.asp?journal=emi
9ba2182a-b461-4fe4-8af2-e21034c26ad4,Carbohydrate Research,0008-6215,https://www.journals.elsevier.com/carbohydrate-research/
1782d8eb-73b5-4b77-81bd-e6ddc50894d8,international journal of engineering trends and technology,,
2360b2ce-5340-4b89-b7d1-b4132d911e39,Journal of Experimental Botany,0022-0957,https://www.jstor.org/journal/jexperbota
0b928512-0e21-4087-a585-4dd04136a079,Annals of Plastic Surgery,0148-7043,http://www.annalsplasticsurgery.com/
c7227e89-93c0-4fff-9f44-ddd62529fc3f,Nanomaterials,2079-4991,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-217790
7a81d01c-ee3f-4f27-b696-01f35da67f22,Analytica Chimica Acta,0003-2670,http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description
0f7bbeda-bca9-4090-92ff-da6f5b1ec058,Journal of Biotechnology,0168-1656,https://www.journals.elsevier.com/journal-of-biotechnology
c7d391f8-08f8-4dc2-8081-c3d96a19f620,Alzheimer's & Dementia,1552-5260,https://www.alzheimersanddementia.com/
2b2d9a0a-ba8a-4e9a-9417-fb2f4b4bf255,Biomedicine and Pharmacotherapy,0753-3322,https://www.journals.elsevier.com/biomedicine-and-pharmacotherapy/
5fc7e5a9-3e70-4a8e-a166-c0ac601abb8b,Engineering in Life Sciences,1618-0240,https://onlinelibrary.wiley.com/journal/16182863
a863051b-2c26-4ab6-aabe-57b926887039,Endocrine Connections,2049-3614,http://www.endocrineconnections.com/
78517f6d-95ad-4d1c-890b-c8bb7036f736,The Egyptian Journal of Neurology Psychiatry and Neurosurgery,1110-1083,https://link.springer.com/journal/41983
41a6093b-7f9f-4337-bf64-a35bcfdbac7c,Translational Oncology,1936-5233,https://www.journals.elsevier.com/translational-oncology/
09aa040b-9924-4b44-82ea-a1fbd6c4f0e4,Cardiology Journal,1898-018X,http://www.cardiologyjournal.org/
49f8ba44-ceca-4e39-93cd-71a3236d5581,FEMS Microbiology Reviews,0168-6445,https://academic.oup.com/femsre/issue
a4cd271c-e78f-486f-bf3c-c0c28f2cb575,Developmental Dynamics,1058-8388,http://www3.interscience.wiley.com/cgi-bin/jhome/109873231
708a1dbd-6269-4131-b622-e609d36ce3c9,Nature Nanotechnology,1748-3387,http://www.nature.com/nnano/
eab80e7d-0443-4a39-b0d6-c25aab475d84,Nutrition Research,0271-5317,https://www.journals.elsevier.com/nutrition-research
a8fbf510-bd2b-4bef-b891-e92832f62a01,Journal of Infection and Public Health,1876-0341,https://www.journals.elsevier.com/journal-of-infection-and-public-health
2c469df0-fa01-4dee-8f25-0d87a6fc4ef1,Proteomics,1615-9853,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9861
1bb63b2b-3f57-4387-aaf6-b2a33dfcdcc5,Journal of Chemical Physics,0021-9606,http://jcp.aip.org/
1d69e041-2964-4208-adaf-097d4fcfb3a7,Phenomics,2730-583X,
8ecc7f6b-513e-420d-9531-255b48a99a8a,Micromachines,2072-666X,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-165882
464fc754-14dd-47ef-836a-b2bacc415d8f,Journal of Molecular Microbiology and Biotechnology,1464-1801,https://www.karger.com/Journal/Home/228391
06afdd0b-0d85-413f-af8a-c3045c12c561,Information Fusion,1566-2535,https://www.journals.elsevier.com/information-fusion
956ed466-82b5-45c8-bdbf-b1c89baa2b2d,European Biophysics Journal,0175-7571,https://www.springer.com/journal/00249/
3dccf959-ea7a-4a85-bc62-f1850c830506,Placenta,0143-4004,http://www.elsevier.com/wps/find/journaldescription.cws_home/623064/description#description
15049b43-0af1-46bb-8a0b-83e5510cefa0,Journal of Agricultural and Food Chemistry,0021-8561,https://pubs.acs.org/journal/jafcau
8f487eeb-222f-46df-8e92-47fda7fecf5c,Mining Technology,1474-9009,http://www.tandfonline.com/ymnt
dee0974d-f303-4319-9d5d-bf528f45fe25,Critical Care Nurse,0279-5442,http://galenet.galegroup.com/servlet/HWRC?locIC=locml_main
419fc6db-c7c4-4275-80ef-4b89c59bec11,Molecules and Cells,1016-8478,https://link.springer.com/journal/10059
60a698a8-aea0-41b9-86bd-e979ded8bc8d,iScience,2589-0042,https://www.cell.com/iscience/home
73e036b5-0be7-423e-8902-6813f9a89143,Photochemical and Photobiological Sciences,1474-905X,http://www.rsc.org/is/journals/current/pps/ppspub.htm
c9c6083e-7174-4b5a-ad0e-0181b5545a70,International Journal of Electrical and Electronics Engineering,2348-8379,http://www.internationaljournalssrg.org/IJEEE/index.html
fbc00183-786d-49c0-b81a-55bc4093843b,International Journal of Information Security and Privacy,1930-1650,https://www.igi-global.com/journal/international-journal-information-security-privacy/1096
c2291a31-5e5a-4cfd-bba7-3a96f3f028c4,Analytical Science Advances,2628-5452,
f9b3c0e5-155e-419b-9024-210ff7d87ab2,Oligonucleotides,1545-4576,http://www.liebertonline.com/oli
1c130850-66f4-486c-839c-3dc39df267bd,European Journal of Pharmacology,0014-2999,https://www.elsevier.com/wps/find/journaldescription.cws_home/506087/description#description
ce6e5a51-4711-404e-82f8-8ca56feee944,Archives of Endocrinology and Metabolism,2359-3997,https://www.scielo.br/scielo.php?lng=en&nrm=iso&pid=2359-3997&script=sci_serial
ed29e34d-f5a1-46d1-aa25-10e20a98f063,mBio,2150-7511,https://mbio.asm.org/
cb30f0c9-2980-4b7d-bbcb-68fc5472b97c,Science Advances,2375-2548,http://www.scienceadvances.org/
bd0d1cc2-b84f-4e9d-be67-fb24edebdc63,Archives Internationales de Physiologie de Biochimie et de Biophysique,0778-3124,
7b592f5e-2b21-422a-84cf-f41e4b26ab75,American Journal of Preventive Medicine,0749-3797,http://www.elsevier.com/wps/find/journaldescription.cws_home/600644/description#description
f9827422-a381-440c-a8a4-e5e50415934e,Journal of Biomedical Informatics,1532-0464,http://www.elsevier.com/wps/find/journaldescription.cws_home/622857/description#description
ea97a609-0238-4358-ae47-90099b0eef1b,Peptides,0079-0753,https://www.journals.elsevier.com/peptides
8ebb7d24-08ed-4a28-8025-9dc74b8221d0,Public Health Genomics,1662-4246,http://www.karger.com/PHG
7a95e4a0-7ffb-45b1-9be1-375f8d69e6a7,Critical reviews in analytical chemistry,1040-8347,http://www.crcjournals.com/ejournals/issues/issue_archive.asp?section=1042
0d67273f-71c8-43f4-a642-9c384870ccb2,Circulation,0009-7322,http://gateway.ovid.com/ovidweb.cgi?AN=00002060-000000000-00000&D=ovft&MODE=ovid&NEWS=N&PAGE=toc&T=JS
71068c9d-6403-4b1c-9f6e-56c01246fe2b,Journal of the London Mathematical Society,0024-6107,https://londmathsoc.onlinelibrary.wiley.com/journal/14697750
e22bca8b-b989-4c40-9dbc-7b75f8a28673,Comprehensive Reviews in Food Science and Food Safety,1541-4337,http://www.blackwell-synergy.com/loi/crfs
fa2a979b-17d2-4317-9a21-21549d13edbe,Magnetic Resonance Imaging,0730-725X,http://www.elsevier.com/wps/find/journaldescription.cws_home/525478/description#description
2a62fb43-3fbd-44e3-8961-7523474d0a45,Cognitive Research,2365-7464,https://link.springer.com/journal/volumesAndIssues/41235
cd37934e-c7bf-4b6b-947c-a1339697d86f,Chinese Journal of Natural Medicines,1875-5364,http://www.elsevier.com/wps/find/journaldescription.cws_home/719667/description#description
58a7d34a-77f4-4456-a052-d3ca0734b961,Expert Opinion on Investigational Drugs,1354-3784,http://www.ashley-pub.com/loi/eid
4c8a81b0-9ddf-4e32-adfe-00fdbc9f9fcc,Chemosphere,0045-6535,http://www.elsevier.com/locate/chemosphere
3339de40-cab8-4e1b-924b-1722981f2385,Veterinary Sciences,2306-7381,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-390096
d2b6f83d-a912-40d2-af6d-03ad01c81c5e,Journal of Dental Education,0022-0337,http://www.jdentaled.org/
1c60c14e-1b6e-4198-a3de-545707da4d81,Molecular diversity,1381-1991,http://www.springer.com/journal/11030/about
75591639-d43b-4f5f-bd6a-ef973812af5e,Expert Reviews in Molecular Medicine,1462-3994,https://www.cambridge.org/core/journals/expert-reviews-in-molecular-medicine
7b16063d-eee6-4279-bdac-669bb71d6155,Health Psychology,0278-6133,http://www.apa.org/journals/hea/
a5d8faa7-58de-461a-a74b-b4624d8983f4,Journal of Molecular Evolution,0022-2844,http://www.springer.com/life+sciences/cell+biology/journal/239
402a54fd-b39b-43aa-bfa8-052f6f313616,Msphere,1064-3745,https://www.springer.com/series/7651
d194d2de-a26d-48e6-82e7-dac8aafc8cc1,Current Heart Failure Reports,1546-9530,https://www.current-reports.com/
6fccd61b-6529-4c58-bb83-76a7ad759677,Computational and Structural Biotechnology Journal,2001-0370,https://www.journals.elsevier.com/computational-and-structural-biotechnology-journal/
21e23f5f-d076-48a8-a3aa-eac8f4eda0d9,Biological Psychiatry,0006-3223,http://www.elsevier.com/locate/biopsychiat
70e73e76-4c6f-442c-b517-d826f2ec34b9,Stem Cell Reviews and Reports,2629-3277,https://www.springer.com/journal/12015/
439d70ad-d909-4791-bdc6-dc765447bd42,Circulation Research,0009-7330,http://circres.ahajournals.org/
38a8edf0-2998-4daf-93f7-16f34689e228,IEEE Systems Journal,1932-8184,http://ieeexplore.ieee.org/servlet/opac?punumber=4267003
c178ff01-581d-460c-b83a-9f936d4549e9,Drug Metabolism and Personalized Therapy,2363-8915,https://www.degruyter.com/view/j/dmdi
ff006fa0-8a72-4e10-a67c-598cb871a18d,Journal of Analytical Methods in Chemistry,2090-8873,https://www.hindawi.com/journals/jamc/
a82aefe4-5203-4295-b463-46a4506b641b,Expert Review of Gastroenterology & Hepatology,1747-4124,http://www.future-drugs.com/loi/egh
8f4ca1bf-d584-43ba-bb19-849c3246f336,Alcohol,0741-8329,http://www.elsevier.com/wps/find/journaldescription.cws_home/525453/description?navopenmenu=-2
92860f3d-6cd0-4e2e-afe6-ae87c5e9b94f,Annals of Human Genetics,0003-4800,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-1809
b0f46c4c-2fce-4a8c-be1d-4bfefcebc535,International Journal of Evidence-Based Healthcare,1744-1595,
fa76af5b-ecb1-4ca6-bacb-494b57356bde,The Radiologic clinics of North America,0033-8389,http://www.clinicalkey.com/dura/browse/journalIssue/00338389
31159ab7-7023-4982-9d60-21bdac921358,The New Bioethics,2050-2877,http://www.tandfonline.com/action/journalInformation?journalCode=ynbi20
01c8491d-5753-4afa-9518-a575ef301863,JACC: Basic to Translational Science,2452-302X,https://www.journals.elsevier.com/jacc-basic-to-translational-science/
15797df0-99d5-49c7-bb2d-58f3a9692c57,Journal of Theoretical Biology,0022-5193,https://www.journals.elsevier.com/journal-of-theoretical-biology/
6e71484a-5935-4e66-ab8e-109fb243f112,General Hospital Psychiatry,0163-8343,http://www.elsevier.com/locate/genhospsych
a96cdd8c-2036-4f3a-9ac9-5ffc54b12c53,Organic Letters,1523-7052,https://pubs.acs.org/journal/orlef7
bc751e04-706c-4eec-9107-c1843ff57cc9,Journal of Developmental Biology,2221-3759,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-318056
8f01f5c4-2569-4e36-9072-be5e7c43d073,Advances in Differential Equations,1079-9389,https://projecteuclid.org/euclid.ade
b702ae63-d0e5-4107-9e4a-e636fe93dc80,World Journal of Hepatology,1948-5182,https://www.wjgnet.com/1948-5182/e-journal.htm
d962a286-8a1b-4702-8a36-0ad9ad79802f,Human Reproduction,0268-1161,http://humrep.oxfordjournals.org/
648406bf-a92f-414f-a973-4e556fd00562,Neuroscience Letters,0304-3940,http://www.elsevier.com/wps/find/journaldescription.cws_home/506081/description#description
4713ef91-7911-42b5-ad26-0f9fab40f26b,Journal of Acupuncture & Meridian Studies,2005-2901,https://www.journals.elsevier.com/journal-of-acupuncture-and-meridian-studies
2018b690-8eab-42c2-8397-9d67983f7a69,Biophysical Journal,0006-3495,http://www.cell.com/biophysj/
c3e5f1c8-9ba7-47e5-acde-53063a69d483,Future Internet,1999-5903,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-156830
ea0d0233-5a4b-49be-9401-5c8323ae0f5a,Health Communication,1041-0236,http://ejournals.ebsco.com/Journal.asp?JournalID=102176
15cb2d28-fc6a-42d0-a385-e285baee6f03,International Journal of Intelligent Decision Technologies,1872-4981,http://content.iospress.com/journals/intelligent-decision-technologies
6602ed04-7de4-4d44-b851-f27af6938eef,Transactions of Indian National Academy of Engineering,2662-5415,https://www.springer.com/engineering/journal/41403
4efb9ad7-9740-4922-b9c8-c29376ca2223,Polymers,2073-4360,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-169222
2294caa9-0a4e-478e-9cad-c0218907d492,Intensive Care Medicine,0342-4642,https://link.springer.com/journal/134
ee1ffcf9-667a-4b07-8b57-b01287b3797d,EBioMedicine,2352-3964,https://www.ebiomedicine.com/
99eff7d0-fd55-42ff-ad81-900205b0402d,Immunology and allergy clinics of North America,0889-8561,https://www.elsevier.com/
8128fa49-dbe2-4570-8d7c-a4aa0d9f61ed,International journal of clinical practice,1368-5031,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-1241
32d29099-0305-4734-b3ec-534d630e10ff,Oncology Letters,1792-1074,https://www.spandidos-publications.com/
42226ffd-4597-4ea8-8cd6-b68bc7728cd0,Colloids and Surfaces B: Biointerfaces,0927-7765,http://www.elsevier.com/wps/find/journaldescription.cws_home/523888/description#description
8940d598-118c-4901-a646-73edb0ecd67e,Sleep Medicine Reviews,1087-0792,https://www.journals.elsevier.com/sleep-medicine-reviews/
7b513833-6bbd-412f-a260-5f15a0fd4a14,"Philosophy, Ethics, and Humanities in Medicine",1747-5341,http://www.peh-med.com/
e49e5c20-4698-44b0-be2d-d13bd84190aa,Journal of Medical Economics,1369-6998,http://www.journalofmedicaleconomics.com/
f9124e67-fd8b-4245-b0b9-af8c522de958,Clinical Pharmacokinetics,0312-5963,https://link.springer.com/journal/40262
643216f8-659a-48b7-84aa-82007d205225,British Journal of Dermatology,0007-0963,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2133
066fa0b1-bbd7-4e12-a6ad-cafd76ba0811,HYPERTENSION,2224-1485,http://hypertension.zaslavsky.com.ua/
45c77f4e-d4c0-4df3-99dd-119b0d2adb78,Cell Research,1001-0602,http://www.cell-research.com/
f8dd1b61-789d-48ec-b550-a6245826a9aa,Nature Metabolism,2522-5812,https://www.nature.com/natmetab/
7a3e5a05-6855-47f8-93b7-1892c55fd32b,Acta Neuropathologica,0001-6322,http://www.springer.com/east/home?SGWID=5-102-70-1065289-detailsPage%3Djournal|description|description
2e5b2b9d-b39f-4cf0-ae86-4c9ff4011524,Nature Reviews Microbiology,1740-1526,https://www.nature.com/nrmicro/
4b7eff71-bb44-4128-9a53-c569d0093098,Canadian Respiratory Journal,1198-2241,https://www.hindawi.com/journals/crj/
e17ebf18-f7dc-4901-9fcc-e0c8af8001fa,Water Science and Technology,0273-1223,http://www.iwaponline.com/wst/default.htm
0435c4ae-c58e-4891-90a4-48f5638eada2,Annals of Diagnostic Pathology,1092-9134,http://www.elsevier.com/wps/find/journaldescription.cws_home/623123/description#description
7a68872c-21ad-4641-9d66-304ebb72b664,Cancer Communications,2523-3548,https://cancercommun.biomedcentral.com/
f38c2983-0afd-4838-a053-73c3a6800096,Current Diabetes Reports,1534-4827,https://www.current-reports.com/
02bf11d4-dd88-4e0e-b7c4-084d3fa17c2f,Pediatrics,0031-4005,https://pediatrics.aappublications.org/
dc31f077-7737-4e33-baa3-bceeff44ec27,New England Journal of Medicine,0028-4793,https://www.nejm.org/
8a076076-cc7f-4de5-90fc-b5400fd7b364,European journal of paediatric neurology,1090-3798,https://www.journals.elsevier.com/european-journal-of-paediatric-neurology
868a481d-0e6b-4f1f-b759-30e6e4779200,Archives of Microbiology,0302-8933,http://link.springer.com/journal/203
6bc10a15-943a-45d8-af37-996d0b52574e,Science of the Total Environment,0048-9697,http://www.elsevier.com/wps/find/journaldescription.cws_home/503360/description#description
9e867a6d-79c2-4cef-b939-738283fc3e3a,Molecular Medicine Reports,1791-2997,https://www.spandidos-publications.com/mmr/
67e55a15-f56a-43b2-b839-32bcbd5ef904,Diabetes Research and Clinical Practice,0168-8227,http://www.elsevier.com/locate/diabres
d6e7255f-58ed-4160-9f0b-e99b0489234f,JMIR Medical Education,2369-3762,https://mededu.jmir.org/
dd07286f-14d4-4431-9b88-5dfae1db9893,Obstetrics and Gynecology,0029-7844,https://journals.lww.com/greenjournal/pages/default.aspx
2ae18de8-1e0b-4f92-9aa3-866ffc4f36e7,Medicine,0025-7974,http://journals.lww.com/md-journal
55f32fff-eee8-4f50-bd6d-f4620adfde40,Advances in Cancer Research,0065-230X,http://www.sciencedirect.com/science/bookseries/0065230X
f81a8374-6489-4227-922c-5e016cb58a17,Circulation Genomic and Precision Medicine,2574-8300,https://www.ahajournals.org/journal/circgenetics
aa254d07-8401-40bf-bc00-2e8203afca3f,Cancer Medicine,2045-7634,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7634
47244d26-b802-4df7-9e86-d4dc204ce619,BMC Ophthalmology,1471-2415,http://www.biomedcentral.com/bmcophthalmol/
10bf1973-9b22-4866-80a9-9862d4dd041c,Computational Statistics & Data Analysis,0167-9473,http://www.elsevier.com/wps/find/journaldescription.cws_home/505539/description#description
bdff8263-76d6-467d-aef0-c4144fcffa50,Critical Reviews in Oral Biology and Medicine,1045-4411,http://crobm.iadrjournals.org/
27efd1a6-bd96-49b0-a4af-9339600833e7,Therapeutic Advances in Rare Disease,2633-0040,https://journals.sagepub.com/home/trd
0c3db21b-1283-4e3b-9da3-3b0566d40fb1,Critical reviews in food science and nutrition,1040-8398,http://www.sciencedirect.com/science/journal/10408398
9a7274a7-de74-4419-8a53-2957fcd9a5b3,Biophysics,2330-1694,http://www.hanspub.org/journal/jps
c219db90-f442-445a-957e-296100a47ea5,Pathogens,2076-0817,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-247585
07d09528-e4c5-4cf3-a54e-a1bcc0721224,Journal of Hepatocellular Carcinoma,2253-5969,https://www.dovepress.com/journal-of-hepatocellular-carcinoma-journal
b584320a-9e3c-4c68-a677-a15f68472cb6,Alimentary Pharmacology and Therapeutics,0269-2813,http://www3.interscience.wiley.com/journal/117987555/home
a25f0f0c-6f67-4e9b-8f42-ffddbf2b3f55,Journal of Gastroenterology and Hepatology,0815-9319,http://onlinelibrary.wiley.com/journal/10.1111/(issn)1440-1746
c9d05e5b-42b8-4af8-adc5-59807a2b6a3e,Frontiers in Fungal Biology,2673-6128,https://www.frontiersin.org/journals/fungal-biology
21470516-2cee-42e4-bd51-660e2e72b51e,Journal of Hazardous Materials,0304-3894,https://www.journals.elsevier.com/journal-of-hazardous-materials
d09ac21f-cf0b-4146-bddc-8b6fb8f57be8,Lifestyle Genomics,2504-3161,https://www.karger.com/LFG
a172add9-e6ed-426e-9509-2e84da395a2a,Toxicology in Vitro,0887-2333,https://www.journals.elsevier.com/toxicology-in-vitro/
2b363da1-82c9-4665-ace5-f2466f375f83,Insects,2075-4450,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-190609
2dfd9d00-649a-480f-9e1a-be3cbb8b5c83,Evolutionary Applications,1752-4571,http://www3.interscience.wiley.com/journal/119423602/home
227696f8-ce3a-4057-8a58-c7918d0b51ee,Open Medicine,2391-5463,http://www.degruyter.com/view/j/med
1bac31b4-014a-4981-ae41-af2a40acc162,Biomedical Signal Processing and Control,1746-8094,https://www.journals.elsevier.com/biomedical-signal-processing-and-control
5a00a5c5-92a9-4e17-8efd-7cd5662c84fb,Veterinary World,0972-8988,http://www.veterinaryworld.org/
863dfa88-065a-4a50-839e-151fd43c9345,Advanced Drug Delivery Reviews,0169-409X,http://www.elsevier.com/wps/find/journaldescription.cws_home/505508/description#description
4b2f725d-fb6f-4102-891c-e73a4b153442,One Health,2352-7714,https://www.journals.elsevier.com/one-health
2387b114-69fa-4cb7-92e5-bdc2451c1150,Heredity,0018-067X,http://www.nature.com/hdy/
f692e21c-0598-49b8-9609-ee808a98dd65,Biomaterials Advances,2772-9508,
278131df-030d-4e6c-b083-d57f3b740dc4,JMIR Research Protocols,1929-0748,https://www.researchprotocols.org/
05d542af-bda7-4c57-ab4c-66a64dae8618,EURO Journal on Transportation and Logistics,2192-4376,https://www.springer.com/business+&+management/operations+research/journal/13676
0d2145ef-02c0-46b9-a2fe-f52a4bdab336,Current pharmaceutical design,1381-6128,https://www.eurekaselect.com/606/journal/current-pharmaceutical-design
75587113-e117-43ae-a803-b86d900aa4f1,Developmental and Comparative Immunology,0145-305X,https://www.journals.elsevier.com/developmental-and-comparative-immunology
d3a0c954-f0fa-4a34-83a7-565503fa9be9,Radiology Case Reports,1930-0433,http://www.clinicalkey.com/dura/browse/journalIssue/19300433
e83993bd-8336-4ff8-860f-9a7209d8b024,Experimental Dermatology,0906-6705,http://www.wiley.com/bw/journal.asp?ref=0906-6705
e8fba342-7feb-490e-aab4-b6fafc5690a2,Folia Microbiologica (Prague),0015-5632,https://link.springer.com/journal/12223
9a34fcc9-17e7-4e5c-90b1-52227da3e075,Journal of the American Society of Echocardiography,0894-7317,http://www.mosby.com/echo
4f1ed86d-9bc7-4d91-b4ab-7dc59e9c5090,Journal of Cardiovascular Development and Disease,2308-3425,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-390261
07660f33-cb67-4e66-82c2-6ee62c3aa4db,Drug metabolism reviews (Softcover ed.),0360-2532,http://www.metapress.com/openurl.asp?genre=journal&issn=0360-2532
b08ea587-1a31-4dd8-830c-012bf20a7337,Molecular Biotechnology,1073-6085,https://www.springer.com/chemistry/biotechnology/journal/12033
6fa1c829-124c-49c7-b3f8-91cc9caaa518,World Psychiatry,1723-8617,https://www.elsevier.com/journals/world-psychiatry/1723-8617
3d733e72-3b81-451a-afa3-881218de20ae,Expert Opinion on Biological Therapy,1471-2598,http://www.ashley-pub.com/loi/ebt
25acb8aa-334e-45ce-8232-43b02b4b0895,Asian Journal of Andrology,1008-682X,http://www.ajandrology.com/
41d338d8-12c3-48ec-a972-570959d44876,npj Vaccines,2059-0105,http://www.nature.com/npjvaccines/
883c4931-50cd-44e1-a9cb-06b9f8a104a5,EMBO Reports,1469-221X,http://embor.embopress.org/
35fd9faf-2571-434e-8a65-aef604bdc819,PLoS Neglected Tropical Diseases,1935-2727,http://www.pubmedcentral.nih.gov/tocrender.fcgi?action=archive&journal=532
2f4a5a4f-3665-4e60-830b-327532180246,Drug and Alcohol Dependence,0376-8716,http://www.elsevier.com/wps/find/journaldescription.cws_home/506052/description#description
3c1669b9-df02-42cd-9197-61f2bd8afddc,Twin Research and Human Genetics,1832-4274,https://www.cambridge.org/core/journals/twin-research-and-human-genetics
6b577a45-21f1-44ab-b7cc-f58d73817f7f,Cardiology Research,1923-2829,http://www.cardiologyres.org/index.php/Cardiologyres
4007213d-5343-4a20-bf3a-4c996f998ea6,Crime Science,2193-7680,https://crimesciencejournal.biomedcentral.com/
e89d54f9-c8d2-426e-8e48-5ebfa0c8da4c,International Journal of Network Management,1055-7148,http://www3.interscience.wiley.com/cgi-bin/jhome/5703
32e4f987-bc0d-4d43-9e63-d8ec61212f78,Supercomputing Frontiers and Innovations,2313-8734,http://superfri.org/
b06c3eb7-eee3-43a0-86d2-210a7b72d7fa,Virus Evolution,2057-1577,
e2347cdd-87c5-478e-bfe7-f6aae18aa9a8,Advances in Neonatal Care,1536-0903,https://journals.lww.com/advancesinneonatalcare/pages/default.aspx
e3e1f91c-fe26-4f67-8d15-f7acd8abdf42,Future generations computer systems,0167-739X,http://www.elsevier.com/wps/find/journaleditorialboard.cws_home/505611/editorialboard
28148b64-bce5-4f88-a9a6-664735732a0f,Annals of Medicine and Surgery,2049-0801,http://www.sciencedirect.com/science/journal/20490801/
cc033cd4-2124-4f69-94d0-e9a502cc3aa6,Future Virology,1746-0794,https://www.futuremedicine.com/loi/fvl
52138c94-a9c1-43f9-98d7-d808b102e792,"Reproduction, nutrition, development",0926-5287,https://rnd.edpsciences.org/
f458795b-af97-4b7c-ba4e-d57bbb57f90a,Chemical Reviews,0009-2665,https://pubs.acs.org/journal/chreay
2821f608-3908-4efc-899d-e7880c5e6cf8,Journal of atherosclerosis and thrombosis,1340-3478,https://www.jstage.jst.go.jp/browse/jat/
9a272984-d484-429f-b0b2-1597b1fc107e,International Immunopharmacology,1567-5769,http://www.elsevier.com/wps/find/journaldescription.cws_home/621330/description#description
de16002a-77c3-4d03-9348-5a1813238e0b,Cancer Discovery,2159-8274,https://cancerdiscovery.aacrjournals.org/
d596b3eb-8fa0-4283-b5d7-8f1d32dd42cd,The Veterinary Record,0042-4900,http://veterinaryrecord.bvapublications.com/
6a8c0041-d0b7-4e32-b52c-33adef005c7e,Frontiers in Artificial Intelligence,2624-8212,https://www.frontiersin.org/journals/artificial-intelligence#
a4442b50-7b98-4eb3-b453-c104bd1e74c1,Genetics and Molecular Biology,1415-4757,https://www.gmb.org.br/
c7bbca07-9604-48a6-85d8-512fa663722e,Journal of Proteome Research,1535-3893,https://pubs.acs.org/journal/jprobs
a24fd2ce-fdea-44d3-90df-a2206e16dcab,International Journal of Public Health,1661-8556,http://www.springer.com/birkhauser/biosciences/journal/38
e02530e7-d355-4769-a1c4-785277f87aef,International Journal of Bioinformatics Research and Applications,1744-5485,https://www.inderscience.com/browse/index.php?journalcode=ijbra
55900475-3955-45f6-8fcb-400a1de52219,Molecular and Cellular Biochemistry,0300-8177,http://www.springer.com/life+sciences/biochemistry+&+biophysics/journal/11010
165fa1b5-e07f-4b6e-9203-04493f6a7c5c,Frontiers in Big Data,2624-909X,https://www.frontiersin.org/journals/big-data
f0a7b720-a6de-4fc3-840d-52a0a02ccfbd,Epigenetics & Chromatin,1756-8935,http://www.epigeneticsandchromatin.com/
d72d7ef7-93f2-45e7-a0de-f97f34bdacff,Physical Therapy,0031-9023,https://academic.oup.com/ptj/issue
38fdbaee-5a13-42a6-8bdf-b16b8f738b30,Current Protocols in Human Genetics,1934-8258,http://www3.interscience.wiley.com/cgi-bin/mrwhome/104554806/HOME
ba85cfac-f7d8-4f68-b97f-8d36d6481cef,Mutation Research. Genetic Toxicology and Environmental Mutagenesis,1383-5718,http://www.sciencedirect.com/science/journal/13835718
e31a1dee-56e8-438a-b49a-9ba1bac25885,Current Opinion in Urology,0963-0643,http://www.co-urology.com/
